Identifiant;Enseigne;Adresse;Etat;ACTIVITE;Activité regroupée CCI;commerce zéro déchet;Secteur;ZFU;Quartier Politique de la ville;A vendre, A louer;geo_shape;geo_point_2d;latitude;longitude
636;CONFIDENCE;267 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.196821105207376, 50.67628458766592]}";50.6762845877,3.19682110521;50.6762845877;3.19682110521
666;LABLABI;28B RUE DU VIEIL ABREUVOIR;OUV;CAFE HOTEL RESTAURANT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.17302197843557, 50.69245018593496]}";50.6924501859,3.17302197844;50.6924501859;3.17302197844
597;L'ATELIER BEAUTÉ;240 BOULEVARD DE STRASBOURG;OUV;PB;5;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.184290707545073, 50.700795372204986]}";50.7007953722,3.18429070755;50.7007953722;3.18429070755
619;AUTO ECOLE MONTLHERY;255 RUE DE LILLE;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;N;N;;"{""type"": ""Point"", ""coordinates"": [3.162216884478868, 50.68336377594724]}";50.6833637759,3.16221688448;50.6833637759;3.16221688448
610;SERVIZEN;25 GRAND PLACE;OUV;;5;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.175320694955577, 50.69155014516738]}";50.6915501452,3.17532069496;50.6915501452;3.17532069496
584;EXPRESS AUTO;233 RUE DE L ALMA;OUV;GA;7;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.171832222259841, 50.70170700138443]}";50.7017070014,3.17183222226;50.7017070014;3.17183222226
628;COLYSEE VOYAGES;26 RUE DE L EPEULE;OUV;AV;4;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.162893058063752, 50.69161960475731]}";50.6916196048,3.16289305806;50.6916196048;3.16289305806
673;RDT COIFFURE;29 RUE DE TOURCOING;OUV;CF;5;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173664571048351, 50.70011209022051]}";50.7001120902,3.17366457105;50.7001120902;3.17366457105
688;;3 RUE DU GENERAL SARRAIL;PROJ;SERVICES A LA PERSONNE;;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172708684990883, 50.69157958430701]}";50.6915795843,3.17270868499;50.6915795843;3.17270868499
772;CORDONNERIE LECOMTE;39 RUE DE MOUVAUX;OUV;CCM;5;O;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.158475183075813, 50.693796376369384]}";50.6937963764,3.15847518308;50.6937963764;3.15847518308
730;Pasta Pizza;33 RUE DE TOURCOING;OUV;RR;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173597648635277, 50.70021932431427]}";50.7002193243,3.17359764864;50.7002193243;3.17359764864
692;ABC EXPORT;30 PLACE CARNOT;OUV;ALIMENTAIRE;1;;EST;;O;;"{""type"": ""Point"", ""coordinates"": [3.19587674326484, 50.68826697778775]}";50.6882669778,3.19587674326;50.6882669778;3.19587674326
780;LINADA;4 RUE DE L EPEULE;OUV;EQUIPEMENT DE LA PERSONNE;2;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.163015540148442, 50.69206047886054]}";50.6920604789,3.16301554015;50.6920604789;3.16301554015
702;;30RUE DU VIEIL ABREUVOIR;DISPO;SERVICES A LA PERSONNE;8;;CENTRE;O;O;Ouvert à la vente;"{""type"": ""Point"", ""coordinates"": [3.173061257579457, 50.69251488676954]}";50.6925148868,3.17306125758;50.6925148868;3.17306125758
760;HOTEL IBIS;37 BOULEVARD DU GENERAL LECLERC;OUV;HO;6;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.177209528915202, 50.690066157017945]}";50.690066157,3.17720952892;50.690066157;3.17720952892
722;AU PAIN DE SON;32 RUE JULES GUESDE;OUV;BO;1;;SUD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.181856914260384, 50.68342681946821]}";50.6834268195,3.18185691426;50.6834268195;3.18185691426
749;CECI N'EST PAS UNE BOULANGERIE;35B AVENUE JEAN BAPTISTE LEBAS;OUV;boulangerie;1;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.170763754543069, 50.69246838489523]}";50.6924683849,3.17076375454;50.6924683849;3.17076375454
779;LE LOFT;4 GRAND PLACE;OUV;DB;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.17355347792681, 50.69174254950786]}";50.6917425495,3.17355347793;50.6917425495;3.17355347793
768;LA BELLEFONTAINE;38 RUE DE L EPEULE;OUV;;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.162591800793691, 50.6911237878192]}";50.6911237878,3.16259180079;50.6911237878;3.16259180079
746;SUPPLAY;35 RUE DU MARECHAL FOCH;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.17394239852851, 50.689177460724046]}";50.6891774607,3.17394239853;50.6891774607;3.17394239853
792;JADASSUR;41 RUE DE L EPEULE;OUV;AU;5;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.162471964119424, 50.69080301270792]}";50.6908030127,3.16247196412;50.6908030127;3.16247196412
684;BOUCHERIE;3 RUE DE CROIX;OUV;BC;1;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.161981594045146, 50.68632996538109]}";50.6863299654,3.16198159405;50.6863299654;3.16198159405
797;;42 RUE DE L EPEULE;DISPO;;8;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.162512458826965, 50.691043437663204]}";50.6910434377,3.16251245883;50.6910434377;3.16251245883
753;LAI LA KITCH;36 RUE DE MOUVAUX;OUV;RR;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.158785839567364, 50.69380647175993]}";50.6938064718,3.15878583957;50.6938064718;3.15878583957
785;MINI MARKET 59;40 RUE DE LILLE;OUV;ALIMENTAIRE;1;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172201314561057, 50.687111718910906]}";50.6871117189,3.17220131456;50.6871117189;3.17220131456
850;KICKERS ET CO;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.182426016576874, 50.6890163710512]}";50.6890163711,3.18242601658;50.6890163711;3.18242601658
858;LEE COOPER;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.18165715881522, 50.689247817643974]}";50.6892478176,3.18165715882;50.6892478176;3.18165715882
857;LE CREUSET;44 MAIL LANNOY;OUV;AU;3;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180280593806847, 50.69062798099902]}";50.690627981,3.18028059381;50.690627981;3.18028059381
833;COURREGES;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.181503008902599, 50.68972172592981]}";50.6897217259,3.1815030089;50.6897217259;3.1815030089
903;PROMISE;46 AVENUE JEAN BAPTISTE LEBAS;OUV;VET;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.171078412273777, 50.69259250540454]}";50.6925925054,3.17107841227;50.6925925054;3.17107841227
886;TOM TAILOR;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.182260533151621, 50.689093881490464]}";50.6890938815,3.18226053315;50.6890938815;3.18226053315
808;ALLIANZ ASSURANCES;43 RUE DU MARECHAL FOCH;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.174203013956012, 50.68867900518985]}";50.6886790052,3.17420301396;50.6886790052;3.17420301396
831;COMPTOIR DES COTONNIERS;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180708452274456, 50.69038669583388]}";50.6903866958,3.18070845227;50.6903866958;3.18070845227
879;SIGNATURES D'HOMMES;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.181862963833783, 50.6894904854459]}";50.6894904854,3.18186296383;50.6894904854;3.18186296383
891;ZADIG ET VOLTAIRE;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.181055685765791, 50.69011266546054]}";50.6901126655,3.18105568577;50.6901126655;3.18105568577
849;KARL MARC JOHN;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180176713513914, 50.69038570171254]}";50.6903857017,3.18017671351;50.6903857017;3.18017671351
887;TRADITION DES VOSGES;44 MAIL LANNOY;OUV;MD;3;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180018289254309, 50.69055363583686]}";50.6905536358,3.18001828925;50.6905536358;3.18001828925
839;GARCIA;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.182322491209934, 50.689048170873974]}";50.6890481709,3.18232249121;50.6890481709;3.18232249121
848;KAPORAL;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180863739625338, 50.68982128055564]}";50.6898212806,3.18086373963;50.6898212806;3.18086373963
885;THE LINGERIE SHOP;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180079463927214, 50.690399614319105]}";50.6903996143,3.18007946393;50.6903996143;3.18007946393
874;SAMSONITE;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180775900878229, 50.689890839325706]}";50.6898908393,3.18077590088;50.6898908393;3.18077590088
878;SERGENT MAJOR;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180179850661991, 50.69070964532229]}";50.6907096453,3.18017985066;50.6907096453;3.18017985066
873;SALOMON;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.181509981416707, 50.6893800730557]}";50.6893800731,3.18150998142;50.6893800731;3.18150998142
884;THE KOOPLES;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180408857988992, 50.690182988414215]}";50.6901829884,3.18040885799;50.6901829884;3.18040885799
851;KIPLING;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180819819324002, 50.68985109174853]}";50.6898510917,3.18081981932;50.6898510917;3.18081981932
815;ROYALSUSHI;44 GRANDE RUE;OUV;RT;6;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.177190635602801, 50.69219861835956]}";50.6921986184,3.1771906356;50.6921986184;3.1771906356
1017;LE CHELIA;6 PLACE DE LA GARE;OUV;RR;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.16436820107275, 50.69544298542294]}";50.6954429854,3.16436820107;50.6954429854;3.16436820107
1004;TALIA SUN;58 BOULEVARD DE STRASBOURG;OUV;SERVICES A LA PERSONNE;5;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.187126733577888, 50.69585081727866]}";50.6958508173,3.18712673358;50.6958508173;3.18712673358
921;;49 BOULEVARD DU GENERAL LECLERC;DISPO;EQUIPEMENT DE LA PERSONNE;8;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.178265161927253, 50.690983492594974]}";50.6909834926,3.17826516193;50.6909834926;3.17826516193
943;LE SHIELD;50 RUE DE L ALMA;OUV;CAFE HOTEL RESTAURANT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164395937244715, 50.69587704980497]}";50.6958770498,3.16439593724;50.6958770498;3.16439593724
1019;A LA BONNE RECOLTE;6 RUE DE L ALOUETTE;OUV;ALIMENTAIRE;1;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.163168022961811, 50.69249470509298]}";50.6924947051,3.16316802296;50.6924947051;3.16316802296
975;;1 RUE BERANGER;DISPO;CAFE HOTEL RESTAURANT;;;EST;O;N;;"{""type"": ""Point"", ""coordinates"": [3.191846337843619, 50.68355273155114]}";50.6835527316,3.19184633784;50.6835527316;3.19184633784
960;KAP SALON;52 RUE DE L EPEULE;PROJ;;8;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.162192711611, 50.69071369326668]}";50.6907136933,3.16219271161;50.6907136933;3.16219271161
954;LA BELLE COIFFURE;51B AVENUE JEAN BAPTISTE LEBAS;OUV;CF;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.170081549544132, 50.69276476018695]}";50.6927647602,3.17008154954;50.6927647602;3.17008154954
915;AP  ASSUR;48 AVENUE JEAN BAPTISTE LEBAS;OUV;AU;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.170909521545358, 50.692670369290155]}";50.6926703693,3.17090952155;50.6926703693;3.17090952155
974;LE SYMPA;53 RUE VOLTAIRE;OUV;DB;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.17628248932419, 50.702623114382725]}";50.7026231144,3.17628248932;50.7026231144;3.17628248932
930;ON FLEEK;5 CONTOUR SAINT MARTIN;OUV;VET;2;N;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173772829345862, 50.69203070027116]}";50.6920307003,3.17377282935;50.6920307003;3.17377282935
979;MIL'CADEAUX;54 GRANDE RUE;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.177753188956348, 50.69229046224131]}";50.6922904622,3.17775318896;50.6922904622;3.17775318896
927;AUTO ECOLE;4B PLACE DE LA GARE;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164428648685649, 50.69538211116315]}";50.6953821112,3.16442864869;50.6953821112;3.16442864869
957;CHIC AND STYLE;52 GRANDE RUE;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.17766247037419, 50.692271318622645]}";50.6922713186,3.17766247037;50.6922713186;3.17766247037
984;LE COEUR BLEU;54 RUE DU CHEMIN DE FER;OUV;;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.163701261268512, 50.6948902033654]}";50.6948902034,3.16370126127;50.6948902034;3.16370126127
1021;;6 RUE DU MARECHAL FOCH;DISPO;AUTRES TYPE DE SERVICES;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173205161550289, 50.69088601554077]}";50.6908860155,3.17320516155;50.6908860155;3.17320516155
953;PHARMACIE DE L'EUROTELEPORT;51 RUE PIERRE MOTTE;OUV;PH;5;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.177943289670802, 50.69094437691715]}";50.6909443769,3.17794328967;50.6909443769;3.17794328967
1081;;7 PLACE DE LA LIBERTE;DISPO;;8;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.179384015926864, 50.69160637657758]}";50.6916063766,3.17938401593;50.6916063766;3.17938401593
1067;GAN ASSURANCE;678 AVENUE DES NATIONS UNIES;OUV;AUTRES TYPE DE SERVICES;7;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.165067504726311, 50.69786301708663]}";50.6978630171,3.16506750473;50.6978630171;3.16506750473
1088;;70 GRANDE RUE;DISPO;;8;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.179720530950977, 50.69261590512827]}";50.6926159051,3.17972053095;50.6926159051;3.17972053095
1039;MEDIA PHONIE;63 RUE DE L EPEULE;OUV;SERVICES A LA PERSONNE;5;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161948312996731, 50.690339883929276]}";50.6903398839,3.161948313;50.6903398839;3.161948313
1077;QIPAO;7 GRAND PLACE;OUV;PB;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173057609842139, 50.69147323754179]}";50.6914732375,3.17305760984;50.6914732375;3.17305760984
1053;;65 RUE DU VIEIL ABREUVOIR;DISPO;AU;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173776698239314, 50.6929977318846]}";50.6929977319,3.17377669824;50.6929977319;3.17377669824
1061;LE MAZARIN;664 RUE DE LANNOY;OUV;CAFE HOTEL RESTAURANT;6;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.202221316448555, 50.675426982953226]}";50.675426983,3.20222131645;50.675426983;3.20222131645
1036;ANKAMA;62 BOULEVARD D ARMENTIERES;OUV;CAFE HOTEL RESTAURANT;6;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.159694477999996, 50.69928400358736]}";50.6992840036,3.159694478;50.6992840036;3.159694478
1074;BOULANGERIE MARTEL;690 RUE DE LANNOY;OUV;BO;1;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.202960386208875, 50.674516447466075]}";50.6745164475,3.20296038621;50.6745164475;3.20296038621
1122;BAZAR ALMA;79 RUE DE L ALMA;OUV;EQUIPEMENT DE LA MAISON;3;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.166700453643816, 50.69773429674334]}";50.6977342967,3.16670045364;50.6977342967;3.16670045364
1085;L EPI  D OR;70 AVENUE DE LA FOSSE AUX CHENES;OUV;CAFE HOTEL RESTAURANT;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.174435261498204, 50.69827501450328]}";50.6982750145,3.1744352615;50.6982750145;3.1744352615
1139;PASTA PAUSE;8 RUE LOUIS CATRICE;OUV;RR;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.181312915837461, 50.6926831921961]}";50.6926831922,3.18131291584;50.6926831922;3.18131291584
1135;MADAME C;8 RUE DE L EPEULE;OUV;AU;5;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.162999180579887, 50.69195383130311]}";50.6919538313,3.16299918058;50.6919538313;3.16299918058
1026;;60 BOULEVARD DE LA REPUBLIQUE;DISPO;;8;;NORD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.160960647296017, 50.70214106575163]}";50.7021410658,3.1609606473;50.7021410658;3.1609606473
1107;CDM ART GALERIE;76 AVENUE JEAN BAPTISTE LEBAS;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.168914201862929, 50.69348401438985]}";50.6934840144,3.16891420186;50.6934840144;3.16891420186
1132;;8 PLACE DE LA GARE;DISPO;;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164332879748912, 50.695481373934]}";50.6954813739,3.16433287975;50.6954813739;3.16433287975
1137;PAUSE DEJ;8 RUE DE LILLE;OUV;CAFE HOTEL RESTAURANT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173971609105325, 50.687773632022996]}";50.687773632,3.17397160911;50.687773632;3.17397160911
1148;LA BROCHE DORÉE;81 GRANDE RUE;OUV;;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.179966643306061, 50.69275166009664]}";50.6927516601,3.17996664331;50.6927516601;3.17996664331
1239;PHONE ALMA;70 RUE DE L ALMA;OUV;TEL;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164915924953937, 50.696312283502444]}";50.6963122835,3.16491592495;50.6963122835;3.16491592495
1176;CHEZ PITEX;87 BOULEVARD DE STRASBOURG;OUV;ALIMENTAIRE;1;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.186221939551475, 50.6969168460358]}";50.696916846,3.18622193955;50.696916846;3.18622193955
1224;L ETOILE;97 RUE DE L EPEULE;OUV;CAFE HOTEL RESTAURANT;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.160868630850875, 50.68968966895461]}";50.689689669,3.16086863085;50.689689669;3.16086863085
1275;PALESTINIAN;36 GRANDE RUE;OUV;RT;6;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.176875213676709, 50.69214622613849]}";50.6921462261,3.17687521368;50.6921462261;3.17687521368
1149;BARBER COIFF;81 RUE D INKERMANN;OUV;CF;5;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.16686001976797, 50.68755128701432]}";50.687551287,3.16686001977;50.687551287;3.16686001977
1202;JOUFFROY FORMATION;90 RUE SAINT JEAN;OUV;AUTRES TYPE DE SERVICES;7;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.180537529830696, 50.687480527130816]}";50.6874805271,3.18053752983;50.6874805271;3.18053752983
1230;ATELIER COUTURE;99 RUE PIERRE DE ROUBAIX;OUV;EQUIPEMENT DE LA MAISON;2;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.187998587587313, 50.68923584359822]}";50.6892358436,3.18799858759;50.6892358436;3.18799858759
1264;;48 RUE DU VIEIL ABREUVOIR;PROJ;;8;;CENTRE;O;O;Ouvert à la location;"{""type"": ""Point"", ""coordinates"": [3.173721221607067, 50.692942217695474]}";50.6929422177,3.17372122161;50.6929422177;3.17372122161
1253;;61 RUE DU MARECHAL FOCH;DISPO;;8;;CENTRE;O;N;Ouvert à la location;"{""type"": ""Point"", ""coordinates"": [3.174523795768195, 50.68813284335745]}";50.6881328434,3.17452379577;50.6881328434;3.17452379577
1216;SO NO FORT;94 GRANDE RUE;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.1811723739164, 50.69285444465344]}";50.6928544447,3.18117237392;50.6928544447;3.18117237392
1183;LIBERTE;88 RUE SAINT JOSEPH;OUV;CAFE HOTEL RESTAURANT;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.177278213440168, 50.70121800269867]}";50.7012180027,3.17727821344;50.7012180027;3.17727821344
1175;LES SAVEURS DU SUD;86 RUE DE L EPEULE;OUV;RR;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161208907148542, 50.69005332763547]}";50.6900533276,3.16120890715;50.6900533276;3.16120890715
1182;L OPERA;88 RUE DE L EPEULE;OUV;CAFE HOTEL RESTAURANT;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161062757295511, 50.68995953096097]}";50.689959531,3.1610627573;50.689959531;3.1610627573
1243;POINT CODE;4 RUE DU MARECHAL FOCH;OUV;AU;5;;CENTRE;O;O;Ouvert à la vente;"{""type"": ""Point"", ""coordinates"": [3.173174723567366, 50.69098199840946]}";50.6909819984,3.17317472357;50.6909819984;3.17317472357
1150;MEZIANE;83 RUE DE L ALMA;OUV;ALIMENTAIRE;1;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.166756093311671, 50.69776395470249]}";50.6977639547,3.16675609331;50.6977639547;3.16675609331
1210;AU BON ACCUEIL;92 RUE DU FRESNOY;OUV;ALIMENTAIRE;1;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.158298286789982, 50.697973509866635]}";50.6979735099,3.15829828679;50.6979735099;3.15829828679
1152;OUM EL KHEIR;81 RUE JULES GUESDE;OUV;BC;1;;SUD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.181411732147055, 50.683229965828495]}";50.6832299658,3.18141173215;50.6832299658;3.18141173215
1193;18 K-RA;9 PLACE DE LA GARE;OUV;CAFE HOTEL RESTAURANT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.163772762991445, 50.69517037218101]}";50.6951703722,3.16377276299;50.6951703722;3.16377276299
1151;DROGUERIE DEBRIL;81 RUE DE L EPEULE;OUV;EQUIPEMENT DE LA MAISON;3;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161288351002455, 50.689951673761726]}";50.6899516738,3.161288351;50.6899516738;3.161288351
1222;STRANANG WINKEL;96 RUE DE MOUVAUX;OUV;ALIMENTAIRE;1;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.156499114258511, 50.69462193348433]}";50.6946219335,3.15649911426;50.6946219335;3.15649911426
1225;FROM  INK TATTOO;98 AVENUE JEAN BAPTISTE LEBAS;OUV;AU;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.165946256375831, 50.69470619156964]}";50.6947061916,3.16594625638;50.6947061916;3.16594625638
1167;CARREFOUR CITY;77 BOULEVARD DU GENERAL DE GAULLE;OUV;ALIMENTAIRE;1;;CENTRE;N;N;;"{""type"": ""Point"", ""coordinates"": [3.1699520642002232, 50.68298594690294]}";50.6829859469,3.1699520642;50.6829859469;3.1699520642
11602;BOULANGERIE DE LA FOSSE AUX CHENE;184 RUE DU COLLÈGE;OUV;;1;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.174843532568353, 50.699386244307206]}";50.6993862443,3.17484353257;50.6993862443;3.17484353257
1295;ICONE LA BOUTIQUE;68  AVENUE JEAN BAPTISTE LEBAS;OUV;VET;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.169920389963301, 50.69306864200064]}";50.693068642,3.16992038996;50.693068642;3.16992038996
